code,com_name,price,turnover,market_cap,pe,dividend,yearhigh,yearlow,date_update,day_priceinc,day_perceninc,downside,upside
911,QIANHAI HEALTH,0.159,3950.0,269140000.0,10.06,0.0,0.28,0.159,20/04/2020,0.0,0.0,0.0,0.76
8092,ITE HOLDINGS,0.027,3820.0,24980000.0,0.0,0.0,0.069,0.027,20/04/2020,0.0,0.0,0.0,1.56
8179,FOOD IDEA,0.147,3730.0,78380000.0,0.0,0.0,0.786,0.147,20/04/2020,0.0,0.0,0.0,4.35
997,CHINLINK INTL,0.73,3650.0,1060000000.0,52.9,0.0,1.05,0.73,20/04/2020,0.0,0.0,0.0,0.44
8125,ROYAL CEN RES,0.053,3540.0,27690000.0,0.0,0.0,0.56,0.053,20/04/2020,0.0,0.0,0.0,9.57
1278,CHINANEWTOWN,0.13,3430.0,1260000000.0,12.15,26.54,0.19,0.13,20/04/2020,0.014,12.07,0.0,0.46
996,CARNIVAL GROUP,0.01,3400.0,236950000.0,0.0,0.0,0.053,0.01,20/04/2020,0.0,0.0,0.0,4.3
4606,CCB 15USDPREF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20/04/2020,0.0,0.0,0.0,0.0
1202,CHENGDU PUTIAN,0.55,3400.0,88000000.0,0.0,0.0,0.8,0.55,20/04/2020,0.0,0.0,0.0,0.45
927,FUJIKON IND,0.86,3320.0,366220000.0,8.98,26.54,1.35,0.86,20/04/2020,0.0,0.0,0.0,0.57
641,CHTC FONG'S INT,0.34,3220.0,374070000.0,2.21,26.54,0.94,0.34,20/04/2020,-0.01,-2.86,0.0,1.76
1746,MAN SHUN GP,0.39,3220.0,390000000.0,390.0,0.0,0.51,0.39,20/04/2020,0.0,0.0,0.0,0.31
8202,INNO-TECH HOLD,0.018,3200.0,20300000.0,0.52,0.0,0.055,0.018,20/04/2020,-0.001,-5.26,0.0,2.06
1667,MILESTONE BUILD,0.13,3130.0,104000000.0,7.1,0.0,0.41,0.13,20/04/2020,0.016,14.04,0.0,2.15
8186,IR RESOURCES,0.123,3090.0,17880000.0,0.0,0.0,1.75,0.123,20/04/2020,0.0,0.0,0.0,13.23
130,MOISELLE INT'L,0.315,3080.0,90690000.0,0.0,0.0,0.75,0.315,20/04/2020,-0.015,-4.55,0.0,1.38
3869,HOSPITAL CORP,11.5,3010.0,1580000000.0,9.63,0.0,14.2,11.5,20/04/2020,0.0,0.0,0.0,0.23
760,TALENT PPT GP,0.028,2920.0,288200000.0,0.0,0.0,0.068,0.028,20/04/2020,0.0,0.0,0.0,1.43
1152,MOMENTUM FIN,0.062,2890.0,60880000.0,0.0,0.0,0.475,0.062,20/04/2020,0.0,0.0,0.0,6.66
640,INFINITY DEV,0.71,2880.0,399970000.0,6.5,26.54,0.92,0.71,20/04/2020,0.0,0.0,0.0,0.3
8036,EBROKER GROUP,0.098,2880.0,120540000.0,108.89,0.0,0.211,0.098,20/04/2020,0.0,0.0,0.0,1.15
8611,MINDTELL TECH,0.0,2790.0,52260000.0,21.27,0.0,0.51,0.0,18/04/2020,0.01,8.06,0.0,0.0
1682,HP LIVING TECH,0.235,2760.0,154140000.0,335.71,0.0,0.7,0.235,20/04/2020,0.0,0.0,0.0,1.98
1461,LUZHENG FUTURES,0.5,2690.0,138540000.0,15.43,0.0,1.45,0.5,20/04/2020,0.0,0.0,0.0,1.9
1435,STYLAND W2011,0.016,2670.0,0.0,0.0,0.0,0.028,0.016,20/04/2020,0.0,0.0,0.0,0.75
8371,TASTEGOURMET GP,0.65,2640.0,246820000.0,9.41,26.54,0.88,0.65,20/04/2020,0.0,0.0,0.0,0.35
8300,ROYALCATERING,0.029,2580.0,76650000.0,0.0,0.0,0.129,0.029,20/04/2020,0.002,7.41,0.0,3.45
8181,SHISHI SERVICES,0.3,2520.0,307900000.0,5.27,0.0,0.44,0.3,20/04/2020,0.0,0.0,0.0,0.47
1921,DALIPAL HLDG,1.18,2320.0,1770000000.0,4.0,26.54,1.65,1.18,20/04/2020,0.02,1.72,0.0,0.4
8292,WORLDGATEGLOBAL,0.032,2280.0,25600000.0,0.0,0.0,0.245,0.032,20/04/2020,0.0,0.0,0.0,6.66
2025,RUIFENG POWER,1.13,2260.0,904000000.0,27.49,0.0,1.9,1.13,20/04/2020,0.0,0.0,0.0,0.68
8121,GURU ONLINE,0.026,2240.0,43340000.0,0.0,0.0,0.095,0.026,20/04/2020,0.0,0.0,0.0,2.65
1678,CREATIVE GLOBAL,0.057,2200.0,123690000.0,0.0,0.0,0.53,0.057,20/04/2020,0.001,1.79,0.0,8.3
1759,SINO GAS HLDGS,2.2,2160.0,475200000.0,19.73,0.0,3.9,2.2,20/04/2020,0.0,0.0,0.0,0.77
1192,TITAN PETROCHEM,0.05,2120.0,246020000.0,0.14,0.0,0.099,0.05,20/04/2020,0.0,0.0,0.0,0.98
8271,GDC,0.11,2100.0,166880000.0,17.19,0.0,0.2,0.11,20/04/2020,0.0,0.0,0.0,0.82
646,CHINA ENV TEC,0.017,2080.0,62050000.0,0.0,0.0,0.132,0.017,20/04/2020,0.0,0.0,0.0,6.76
8115,SHANGHAI QINGPU,0.5,2000.0,27780000.0,0.0,0.0,0.65,0.5,20/04/2020,0.0,0.0,0.0,0.3
8055,CHI E-INFO TECH,0.033,1980.0,123790000.0,0.0,0.0,0.25,0.033,20/04/2020,0.0,0.0,0.0,6.58
1721,FSM HOLDINGS,0.425,1970.0,425000000.0,850.0,0.0,0.65,0.425,20/04/2020,0.0,0.0,0.0,0.53
8073,SINGYES NM,0.49,1960.0,254800000.0,12.83,26.54,1.19,0.49,20/04/2020,0.0,0.0,0.0,1.43
499,QINGDAO HLDGS,0.435,1860.0,217180000.0,12.61,0.0,0.87,0.435,20/04/2020,0.0,0.0,0.0,1.0
6890,KANGLI INT HLDG,0.9,1800.0,545620000.0,20.22,26.54,1.2,0.9,20/04/2020,0.0,0.0,0.0,0.33
8299,GRAND T G GOLD,0.036,1800.0,53880000.0,0.0,0.0,0.149,0.036,20/04/2020,0.0,0.0,0.0,3.14
8462,OMNIBRIDGE HLDG,0.34,1800.0,204000000.0,0.0,0.0,0.99,0.34,20/04/2020,0.025,7.94,0.0,1.91
2178,PETRO-KING,0.099,1780.0,170940000.0,0.0,0.0,0.229,0.099,20/04/2020,0.0,0.0,0.0,1.31
810,CH INTERNET INV,0.125,1740.0,117850000.0,0.0,0.0,0.25,0.125,20/04/2020,0.0,0.0,0.0,1.0
681,CHI PEOPLE HOLD,0.038,1710.0,339510000.0,1.71,0.0,0.079,0.038,20/04/2020,0.0,0.0,0.0,1.08
1522,BII TRANS TECH,0.45,1660.0,945050000.0,9.76,26.54,0.8,0.45,20/04/2020,0.0,0.0,0.0,0.78
1418,SINOMAX GROUP,0.146,1650.0,255500000.0,0.0,0.0,0.4,0.146,20/04/2020,-0.014,-8.75,0.0,1.74
1258,CHINFMINING,1.52,1600.0,5300000000.0,5.07,26.54,2.21,1.52,20/04/2020,0.0,0.0,0.0,0.45
8320,AEC GROUP,0.05,1590.0,60000000.0,0.0,0.0,0.14,0.05,20/04/2020,0.0,0.0,0.0,1.8
356,DT CAPITAL,0.036,1560.0,82050000.0,0.0,0.0,0.095,0.036,20/04/2020,-0.014,-28.0,0.0,1.64
389,TONTINE WINES,0.09,1560.0,181170000.0,0.0,0.0,0.213,0.09,20/04/2020,0.0,0.0,0.0,1.37
1272,DATANG ENVIRO,0.77,1560.0,480700000.0,9.55,26.54,1.94,0.77,20/04/2020,0.0,0.0,0.0,1.52
8011,POLYARD PETRO,0.07,1530.0,205620000.0,0.0,0.0,0.2,0.07,20/04/2020,0.0,0.0,0.0,1.86
1073,DA YU FIN,0.31,1520.0,353190000.0,0.18,0.0,0.59,0.31,20/04/2020,0.0,0.0,0.0,0.9
1246,BOILLHEALTHCARE,0.039,1520.0,353880000.0,0.0,0.0,0.15,0.039,20/04/2020,0.0,0.0,0.0,2.85
3889,GLOBAL SWEET,0.065,1470.0,99290000.0,0.0,0.0,0.15,0.065,20/04/2020,0.0,0.0,0.0,1.31
1150,MILAN STAT-NEW,0.111,1450.0,22570000.0,0.0,0.0,0.508,0.111,20/04/2020,0.001,0.91,0.0,3.58
8066,PHOENITRON HOLD,0.14,1400.0,73540000.0,0.0,0.0,0.255,0.14,20/04/2020,0.0,0.0,0.0,0.82
8537,CHONG FAI JEWEL,0.1,1400.0,75000000.0,25.64,0.0,1.21,0.1,20/04/2020,0.0,0.0,0.0,11.1
8282,GAMEONE,0.35,1380.0,56000000.0,0.0,0.0,0.58,0.35,20/04/2020,0.0,0.0,0.0,0.66
1822,HONGDA FIN,0.01,1350.0,68100000.0,0.0,0.0,0.067,0.01,20/04/2020,0.0,0.0,0.0,5.7
8507,I.CENTURY HLDG,0.169,1320.0,67600000.0,0.0,0.0,0.26,0.169,20/04/2020,-0.011,-6.11,0.0,0.54
8210,DLC ASIA,0.06,1280.0,48000000.0,300.0,0.0,0.45,0.06,20/04/2020,-0.004,-6.25,0.0,6.5
1450,CENTURY SAGE,0.077,1270.0,80170000.0,0.0,0.0,0.21,0.077,20/04/2020,0.0,0.0,0.0,1.73
1046,UNIVERSE ENT,0.22,1220.0,199450000.0,0.0,0.0,0.54,0.22,20/04/2020,0.0,0.0,0.0,1.45
953,SHAW BROTHERS,0.168,1180.0,238490000.0,12.17,0.0,0.235,0.168,20/04/2020,0.018,12.0,0.0,0.4
8401,STREAM IDEAS,0.65,1160.0,130000000.0,24.16,0.0,1.13,0.65,20/04/2020,0.0,0.0,0.0,0.74
803,PROSPERITY INTL,0.069,1140.0,92710000.0,0.0,0.0,0.246,0.069,20/04/2020,0.0,0.0,0.0,2.57
1669,GIC GROUP,0.62,1120.0,248000000.0,3.97,26.54,0.84,0.62,20/04/2020,0.0,0.0,0.0,0.35
8028,TIMELESS,0.028,1120.0,78760000.0,0.0,0.0,0.083,0.028,20/04/2020,0.0,0.0,0.0,1.96
8191,HONG WEI ASIA,0.198,1090.0,164850000.0,6.97,0.0,0.32,0.198,20/04/2020,0.0,0.0,0.0,0.62
6058,CISI FIN,0.255,1080.0,1020000000.0,0.0,0.0,0.74,0.255,20/04/2020,-0.02,-7.27,0.0,1.9
8451,SUNLIGHT HLDGS,0.053,1080.0,42400000.0,18.28,0.0,0.245,0.053,20/04/2020,0.0,0.0,0.0,3.62
943,EFORCE HOLDINGS,0.129,1040.0,1380000000.0,0.0,0.0,0.229,0.129,20/04/2020,-0.002,-1.53,0.0,0.78
8250,SILK RD ENERGY,0.016,1020.0,119880000.0,0.0,0.0,0.031,0.016,20/04/2020,0.0,0.0,0.0,0.94
444,SINCEREWATCH HK,0.1,1010.0,604390000.0,0.0,0.0,0.217,0.1,20/04/2020,0.0,0.0,0.0,1.17
8668,YING HAI GROUP,0.0,1000.0,122400000.0,0.0,0.0,0.26,0.0,18/04/2020,0.002,2.0,0.0,0.0
8272,C FOOD&BEV GP,0.103,970.0,8160000.0,0.0,0.0,0.6,0.103,20/04/2020,0.0,0.0,0.0,4.83
"Suspended
660",WAI CHUN BIOTEC,0.03,0.0,497720000.0,0.0,0.0,0.03,0.0,20/04/2020,0.0,0.0,0.0,0.0
1552,BHCC HOLDING,0.185,945.0,148000000.0,370.0,0.0,0.315,0.185,20/04/2020,0.0,0.0,0.0,0.7
2086,HNA TECH INV,0.47,930.0,150190000.0,0.0,0.0,2.8,0.47,20/04/2020,0.0,0.0,0.0,4.96
3839,CT ENTERPRISE,1.39,874.0,334590000.0,2.86,0.0,2.05,1.39,20/04/2020,-0.19,-12.03,0.0,0.47
544,DAIDO GROUP,0.018,800.0,43780000.0,0.0,0.0,0.06,0.018,20/04/2020,0.0,0.0,0.0,2.33
1217,CH INNOVATION,0.01,800.0,128009999.99999999,5.26,0.0,0.023,0.01,20/04/2020,0.0,0.0,0.0,1.3
1710,TRIO IND ELEC,0.196,792.0,196000000.0,8.75,26.54,0.54,0.196,20/04/2020,0.0,0.0,0.0,1.76
718,TAI UNITED HOLD,0.086,790.0,451500000.0,0.0,0.0,0.336,0.086,20/04/2020,-0.012,-12.24,0.0,2.91
8019,HAO WEN HLDGS,0.04,720.0,85860000.0,0.0,0.0,0.05,0.04,20/04/2020,0.0,0.0,0.0,0.25
8143,GF HEALTHCARE,0.058,672.0,163450000.0,0.0,0.0,0.233,0.058,20/04/2020,0.0,0.0,0.0,3.02
987,CH RENEW EN INV,0.155,662.48,388450000.0,6.77,26.54,0.229,0.155,20/04/2020,0.0,0.0,0.0,0.48
8383,LINOCRAFT HLDGS,0.07,656.0,56000000.0,4.52,0.0,0.325,0.07,20/04/2020,0.0,0.0,0.0,3.64
764,ETERNITY INV,0.135,650.76,515640000.0,0.0,0.0,0.205,0.135,20/04/2020,0.0,0.0,0.0,0.52
1009,INT'L ENT,0.27,580.0,369670000.0,0.0,0.0,1.04,0.27,20/04/2020,0.0,0.0,0.0,2.85
8331,HANGKAN GROUP,0.066,570.0,44250000.0,5.5,0.0,0.249,0.066,20/04/2020,0.0,0.0,0.0,2.77
2088,XIWANG PROPERTY,0.11,440.0,154960000.0,0.0,0.0,0.265,0.11,20/04/2020,0.0,0.0,0.0,1.41
619,SOUTH CHINA FIN,0.22,426.0,66280000.0,0.0,0.0,0.74,0.22,20/04/2020,-0.006,-2.65,0.0,2.36
8086,SINO VISION WW,0.043,424.0,131840000.0,0.0,0.0,0.195,0.043,20/04/2020,0.0,0.0,0.0,3.53
1226,CH INV FIN GP,0.049,420.0,110620000.0,0.0,0.0,0.083,0.049,20/04/2020,0.003,6.52,0.0,0.69
1000,BEIJING MEDIA,0.95,415.0,52150000.0,0.0,0.0,2.1,0.95,20/04/2020,0.0,0.0,0.0,1.21
8326,TK NEW ENERGY,0.195,388.0,159510000.0,5.39,0.0,0.43,0.195,20/04/2020,0.0,0.0,0.0,1.21
8237,LINK HOLDINGS,0.021,362.0,73290000.0,0.0,0.0,0.165,0.021,20/04/2020,0.0,0.0,0.0,6.86
8166,CHINA ECO-FARM,0.04,330.0,37300000.0,0.0,0.0,0.38,0.04,20/04/2020,-0.003,-6.98,0.0,8.5
885,RENTIAN TECH,0.01,300.0,110220000.0,0.0,0.0,0.021,0.01,20/04/2020,0.0,0.0,0.0,1.1
8117,CHI P ENERGY,0.16,288.0,163830000.0,0.0,0.0,0.43,0.16,20/04/2020,0.0,0.0,0.0,1.69
1247,MIKO INTL,0.034,256.0,33450000.000000004,0.0,0.0,0.098,0.034,20/04/2020,0.0,0.0,0.0,1.88
8351,LARRY JEWELRY,0.01,220.0,36180000.0,0.0,0.0,0.034,0.01,20/04/2020,0.0,0.0,0.0,2.4
8280,CDV HOLDINGS,0.041,170.0,25840000.0,0.0,0.0,0.202,0.041,20/04/2020,0.0,0.0,0.0,3.93
77,AMS TRANSPORT,0.7,144.2,190330000.0,0.0,26.54,0.991,0.7,20/04/2020,0.0,0.0,0.0,0.42
1861,PRECIOUS DRAGON,1.33,142.5,310610000.0,8.32,26.54,4.4,1.33,20/04/2020,0.0,0.0,0.0,2.31
65,GRAND OCEAN AR,0.18,58.5,270620000.0,0.0,0.0,0.69,0.18,20/04/2020,0.0,0.0,0.0,2.83
8079,EASY REPAY FIN,0.3,2.55,72100000.0,0.0,0.0,0.43,0.3,20/04/2020,0.0,0.0,0.0,0.43
1166,SOLARTECH INT'L,0.05,1.0,118720000.0,0.0,0.0,0.084,0.05,20/04/2020,0.0,0.0,0.0,0.68
21,GREAT CHI PPT,0.098,0.0,389570000.0,0.0,0.0,0.185,0.098,20/04/2020,0.0,0.0,0.0,0.89
"Suspended
24",BURWILL,0.071,0.0,362920000.0,0.0,0.0,0.071,0.0,20/04/2020,0.0,0.0,0.0,0.0
25,CHEVALIER INT'L,9.65,0.0,2910000000.0,4.45,26.54,12.42,9.65,20/04/2020,0.0,0.0,0.0,0.29
37,FE HOTELS,0.127,0.0,77560000.0,0.0,0.0,0.325,0.127,20/04/2020,0.0,0.0,0.0,1.56
40,GOLD PEAK,0.69,0.0,541430000.0,8.81,26.54,0.92,0.69,20/04/2020,-0.01,-1.43,0.0,0.33
53,GUOCO GROUP,107.1,0.0,35240000000.0,10.34,26.54,132.0,107.1,20/04/2020,-0.1,-0.09,0.0,0.23
"Suspended
67",LUMENA NEWMAT,25.12,0.0,7030000000.0,0.0,0.0,25.12,0.0,20/04/2020,0.0,0.0,0.0,0.0
68,LEE HING,2.5,0.0,366950000.0,0.0,0.0,5.5,2.5,20/04/2020,0.0,0.0,0.0,1.2
72,MODERN MEDIA,0.22,0.0,96430000.0,244.44,0.0,0.405,0.22,20/04/2020,0.0,0.0,0.0,0.84
"Suspended
73",ASIAN CITRUS,0.6,0.0,749780000.0,1.26,0.0,0.6,0.0,20/04/2020,0.0,0.0,0.0,0.0
79,CENTURY LEGEND,0.2,0.0,65209999.99999999,0.0,0.0,0.44,0.2,20/04/2020,0.0,0.0,0.0,1.2
80,CNEWECON FUND,0.0,0.0,31230000.0,0.0,0.0,0.0,0.0,20/04/2020,0.0,0.0,0.0,0.0
89,TAI SANG LAND,4.4,0.0,1260000000.0,2.9,26.54,5.52,4.4,20/04/2020,0.0,0.0,0.0,0.25
90,PX CLEAN ENERGY,0.6,0.0,275160000.0,4.59,26.54,0.88,0.6,20/04/2020,0.0,0.0,0.0,0.47
93,TERMBRAY IND,0.275,0.0,538350000.0,0.0,0.0,0.465,0.275,20/04/2020,0.0,0.0,0.0,0.69
98,XINGFA ALUM,6.3,0.0,2630000000.0,3.99,26.54,8.84,6.3,20/04/2020,0.0,0.0,0.0,0.4
99,WONG'S INT'L,2.3,0.0,1100000000.0,4.13,26.54,3.56,2.3,20/04/2020,0.0,0.0,0.0,0.55
109,GOODRESOURCES,0.084,0.0,595410000.0,11.05,0.0,0.189,0.084,20/04/2020,0.0,0.0,0.0,1.25
110,CHINA FORTUNE,0.049,0.0,44970000.0,0.0,0.0,0.173,0.049,20/04/2020,0.0,0.0,0.0,2.53
112,LERTHAI GROUP,4.29,0.0,4590000000.0,23.3,0.0,9.1,4.29,20/04/2020,0.1,2.39,0.0,1.12
114,HERALD HOLD,0.59,0.0,356640000.0,0.0,26.54,0.85,0.59,20/04/2020,0.0,0.0,0.0,0.44
115,GRAND FIELD GP,0.088,0.0,215560000.0,0.0,0.0,0.147,0.088,20/04/2020,0.0,0.0,0.0,0.67
125,SUN HING VISION,1.62,0.0,425700000.0,5.9,26.54,3.1,1.62,20/04/2020,0.0,0.0,0.0,0.91
137,JINHUI HOLDINGS,0.53,0.0,281050000.0,0.0,0.0,0.97,0.53,20/04/2020,0.0,0.0,0.0,0.83
141,SKYCHINAFORTUNE,0.39,0.0,134690000.0,0.0,0.0,0.93,0.39,20/04/2020,0.0,0.0,0.0,1.38
145,HK BLDG & LOAN,0.056,0.0,208590000.0,0.0,0.0,0.114,0.056,20/04/2020,0.0,0.0,0.0,1.04
146,TAI PING CARPET,1.13,0.0,239770000.0,0.0,0.0,1.92,1.13,20/04/2020,0.0,0.0,0.0,0.7
4607,CINDA 16USDPREF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20/04/2020,0.0,0.0,0.0,0.0
"Suspended
155",CHINA SOLAR,0.18,0.0,276930000.0,0.0,0.0,0.18,0.0,20/04/2020,0.0,0.0,0.0,0.0
"Suspended
157",NATURAL BEAUTY,0.65,0.0,1300000000.0,43.62,0.0,0.65,0.0,20/04/2020,0.0,0.0,0.0,0.0
158,MELBOURNE ENT,183.9,0.0,4590000000.0,0.0,26.54,246.0,183.9,20/04/2020,0.0,0.0,0.0,0.34
159,BROCKMAN MINING,0.129,0.0,1190000000.0,17.43,0.0,0.181,0.129,20/04/2020,0.0,0.0,0.0,0.4
160,HON KWOK LAND,2.36,0.0,1700000000.0,1.47,26.54,4.16,2.36,20/04/2020,0.0,0.0,0.0,0.76
"Suspended
161",AVIC IHL,0.0,0.0,2980000000.0,0.0,0.0,0.0,0.0,18/04/2020,0.0,0.0,0.0,0.0
"Suspended
164",CHINA BAOLI TEC,0.099,0.0,368430000.0,0.0,0.0,0.099,0.0,20/04/2020,0.0,0.0,0.0,0.0
167,IDT INT'L,0.022,0.0,57190000.0,0.0,0.0,0.078,0.022,20/04/2020,0.0,0.0,0.0,2.55
"Suspended
172",GOLDBOND GROUP,0.08,0.0,220950000.0,0.0,0.0,0.08,0.0,20/04/2020,0.0,0.0,0.0,0.0
186,NIMBLE HOLDINGS,0.46,0.0,2520000000.0,27.71,0.0,0.87,0.46,20/04/2020,0.0,0.0,0.0,0.89
191,LAI SUN INT'L,8.2,0.0,3180000000.0,1.13,26.54,11.68,8.2,20/04/2020,0.0,0.0,0.0,0.42
193,CAPITAL ESTATE,0.51,0.0,99110000.0,0.66,0.0,1.4,0.51,20/04/2020,0.0,0.0,0.0,1.75
"Suspended
198",SMI HOLDINGS,2.34,0.0,6340000000.0,0.0,0.0,2.34,0.0,20/04/2020,0.0,0.0,0.0,0.0
201,MAGNIFICENT,0.119,0.0,1060000000.0,33.06,26.54,0.198,0.119,20/04/2020,-0.001,-0.83,0.0,0.66
204,CHINA INV DEV,0.118,0.0,124860000.0,0.0,0.0,0.184,0.118,20/04/2020,-0.001,-0.84,0.0,0.56
212,NANYANG HOLD,44.5,0.0,1530000000.0,25.45,26.54,61.75,44.5,20/04/2020,-0.4,-0.89,0.0,0.39
214,ASIA ORIENT,0.92,0.0,773600000.0,0.95,26.54,1.64,0.92,20/04/2020,-0.01,-1.08,0.0,0.78
668,DOYEN INTL HOLD,0.27,0.0,343990000.0,0.0,0.0,0.44,0.27,20/04/2020,0.0,0.0,0.0,0.63
216,CHINNEY INV,1.68,0.0,926290000.0,1.19,26.54,2.82,1.68,20/04/2020,0.0,0.0,0.0,0.68
219,SHUNHO PROPERTY,1.7,0.0,985580000.0,50.3,26.54,3.0,1.7,20/04/2020,0.0,0.0,0.0,0.76
224,PIONEER GLOBAL,1.19,0.0,1370000000.0,2.54,26.54,1.82,1.19,20/04/2020,0.0,0.0,0.0,0.53
225,POKFULAM,12.8,0.0,1410000000.0,10.31,26.54,17.84,12.8,20/04/2020,0.0,0.0,0.0,0.39
229,RAYMOND IND,0.86,0.0,425260000.0,10.9,26.54,1.169,0.86,20/04/2020,0.0,0.0,0.0,0.36
"Suspended
238",EVERGREEN INT,0.255,0.0,241950000.0,0.0,0.0,0.255,0.0,20/04/2020,0.0,0.0,0.0,0.0
247,TST PROPERTIES,25.0,0.0,47040000000.0,12.33,26.54,27.0,25.0,20/04/2020,0.0,0.0,0.0,0.08
248,HKC INT'L HOLD,0.066,0.0,82190000.0,82.5,26.54,0.11,0.066,20/04/2020,0.0,0.0,0.0,0.67
253,SHUNHO HOLDINGS,1.29,0.0,392630000.0,88.36,0.0,2.38,1.29,20/04/2020,0.0,0.0,0.0,0.84
"Suspended
254",NUR HOLDINGS,0.142,0.0,910470000.0,0.0,0.0,0.142,0.0,20/04/2020,0.0,0.0,0.0,0.0
262,DESON DEV INT'L,0.163,0.0,159390000.0,5.8,26.54,0.219,0.163,20/04/2020,0.0,0.0,0.0,0.34
264,CN INT DEV CORP,1.13,0.0,432450000.0,0.0,0.0,2.68,1.13,20/04/2020,0.0,0.0,0.0,1.37
266,TIAN TECK LAND,5.7,0.0,2700000000.0,36.73,26.54,8.8,5.7,20/04/2020,0.0,0.0,0.0,0.54
"Suspended
275",MASTER GLORY GP,0.26,0.0,133870000.0,0.0,0.0,0.26,0.0,20/04/2020,0.0,0.0,0.0,0.0
277,TERN PROPERTIES,4.4,0.0,1210000000.0,53.01,26.54,4.8,4.4,20/04/2020,0.0,0.0,0.0,0.09
278,WAH HA REALTY,6.0,0.0,725760000.0,5.29,26.54,8.759,6.0,20/04/2020,0.0,0.0,0.0,0.46
"Suspended
279",FREEMAN FINTECH,0.09,0.0,168130000.0,0.0,0.0,0.09,0.0,20/04/2020,0.0,0.0,0.0,0.0
281,RIVERA (HOLD),0.45,0.0,1170000000.0,10.51,26.54,0.63,0.45,20/04/2020,0.0,0.0,0.0,0.4
287,WINFAIR INV,9.51,0.0,380400000.0,2.3,26.54,13.0,9.51,20/04/2020,0.0,0.0,0.0,0.37
294,YANGTZEKIANG,2.48,0.0,512730000.0,23.24,26.54,3.83,2.48,20/04/2020,0.0,0.0,0.0,0.54
"Suspended
307",UP ENERGY DEV,0.129,0.0,585460000.0,0.0,0.0,0.129,0.0,20/04/2020,0.0,0.0,0.0,0.0
313,RICHLY FIELD,0.01,0.0,233360000.0,0.0,0.0,0.058,0.01,20/04/2020,0.0,0.0,0.0,4.8
318,VONGROUP,0.35,0.0,67260000.0,3.04,0.0,0.49,0.35,20/04/2020,0.0,0.0,0.0,0.4
320,COMPUTIME,0.33,0.0,277110000.0,26.83,26.54,1.01,0.33,20/04/2020,0.0,0.0,0.0,2.06
329,OCI INTL,0.86,0.0,911380000.0,0.0,0.0,1.45,0.86,20/04/2020,0.0,0.0,0.0,0.69
332,YUANHENG GAS,0.41,0.0,2680000000.0,83.67,0.0,0.59,0.41,20/04/2020,0.0,0.0,0.0,0.44
339,CORE ECON INV,0.25,0.0,41750000.0,0.0,0.0,0.97,0.25,20/04/2020,-0.05,-16.67,0.0,2.88
359,HAISHENG JUICE,0.135,0.0,174120000.0,0.0,0.0,0.22,0.135,20/04/2020,0.0,0.0,0.0,0.63
"Suspended
364",BLOCKCHAIN GP,0.091,0.0,107820000.0,0.0,0.0,0.091,0.0,20/04/2020,0.0,0.0,0.0,0.0
369,WING TAI PPT,4.66,0.0,6310000000.0,26.39,26.54,6.05,4.66,20/04/2020,0.0,0.0,0.0,0.3
370,CHINA BEST,0.142,0.0,721960000.0,0.0,0.0,0.239,0.142,20/04/2020,-0.008,-5.33,0.0,0.68
374,FOUR SEAS MER,2.8,0.0,1070000000.0000001,35.67,26.54,3.5,2.8,20/04/2020,0.0,0.0,0.0,0.25
377,HUAJUN INTL GP,8.9,0.0,547730000.0,0.0,0.0,14.9,8.9,20/04/2020,0.0,0.0,0.0,0.67
380,SOFTPOWER INT,0.157,0.0,209320000.0,30.78,0.0,0.285,0.157,20/04/2020,0.0,0.0,0.0,0.82
387,LEEPORT(HOLD),0.56,0.0,128840000.0,0.0,26.54,1.22,0.56,20/04/2020,0.0,0.0,0.0,1.18
396,HING LEE (HK),0.118,0.0,95350000.0,0.0,0.0,0.45,0.118,20/04/2020,-0.003,-2.48,0.0,2.81
401,WANJIA GROUP,0.155,0.0,86830000.0,0.0,0.0,0.55,0.155,20/04/2020,0.0,0.0,0.0,2.55
"Suspended
402",PEACEMAP HOLD,0.03,0.0,244700000.0,0.0,0.0,0.03,0.0,20/04/2020,0.0,0.0,0.0,0.0
406,YAU LEE HOLD,1.15,0.0,503760000.0,16.74,26.54,1.53,1.15,20/04/2020,0.0,0.0,0.0,0.33
411,LAM SOON (HK),12.5,0.0,3040000000.0,8.7,26.54,16.5,12.5,20/04/2020,0.0,0.0,0.0,0.32
422,VMEP HOLDINGS,0.174,0.0,157930000.0,0.0,0.0,0.275,0.174,20/04/2020,0.0,0.0,0.0,0.58
428,COCOON HOLDINGS,0.255,0.0,91730000.0,0.0,0.0,0.573,0.255,20/04/2020,-0.015,-5.56,0.0,1.25
430,ORIENTAL EXPL,0.085,0.0,229500000.0,4.4,0.0,0.113,0.085,20/04/2020,0.0,0.0,0.0,0.33
442,HIFOOD GROUP,1.07,0.0,184680000.0,0.0,0.0,2.48,1.07,20/04/2020,0.0,0.0,0.0,1.32
456,NEW CITY DEV,0.088,0.0,318100000.0,0.0,0.0,1.01,0.088,20/04/2020,0.0,0.0,0.0,10.48
458,TRISTATE HOLD,1.41,0.0,382960000.0,0.0,0.0,1.66,1.41,20/04/2020,0.0,0.0,0.0,0.18
